ID,Nome Fantasia,Atividade,Site,Preco Anterior,Preco Atual,Variacao,Status,Ultima Atualizacao
"SS0197","Pousadas em Camburi Turismo LTDA (Pousada do Rosa)","03 - Meio de Hospedagem","https://www.pousadadorosa.com.br",,,,Aguardando,
"SS0282","Refúgio de Camburi","03 - Meio de Hospedagem","https://www.refugiodecamburi.com.br",,,,Aguardando,
"SS0790","Restaurante Ébano","15 - Restaurante cafeteria bar e similares","https://www.restauranteebano.com.br",,,,Aguardando,
"SS0508","Transline Tour Litoral","13 - Locadora de veículos para turistas","https://www.translinetourlitoral.wixsite.com/vans",,,,Aguardando,
"SS0301","Tree Park Camburi","03 - Meio de Hospedagem","https://www.treepark.com.br/bra/",,,,Aguardando,
"SS0304","Alua Camburi","03 - Meio de Hospedagem","https://www.ventosdocamburi.com.br",,,,Aguardando,
"SS0309","Villa Bebek Hotel","03 - Meio de Hospedagem","https://www.villabebek.com.br",,,,Aguardando,
"SS0310","Villa Camboa","03 - Meio de Hospedagem","https://www.villacamboa.com.br",,,,Aguardando,
"SS0315","Villa Paradiso","03 - Meio de Hospedagem","https://www.villaparadisopousada.com.br",,,,Aguardando,
"SS0019","Chalés Ancoradouro","03 - Meio de Hospedagem","https://www.chalesancoradouro.com.br",,,,Aguardando,
"SS0074","Ganesh Chalés","03 - Meio de Hospedagem","https://ganeshchales.com/",,,,Aguardando,
"SS0075","Guaru-bora Pousada","03 - Meio de Hospedagem","https://www.pousadaguarubora.com.br",,,,Aguardando,
"SS0077","HB Point Pousada","03 - Meio de Hospedagem","https://www.pousadahbpoint.com.br",,,,Aguardando,
"SS0796","Restaurante La Trattoria","15 - Restaurante cafeteria bar e similares","https://www.villamare.com.br",,,,Aguardando,
"SS0167","Pousada Boracéia Beach","03 - Meio de Hospedagem","https://www.pousadaboraceiabeach.com.br",,,,Aguardando,
"SS0365","Raízes Aventura Ecoturismo","02 - Agência de Turismo","https://www.raizesaventura.com.br",,,,Aguardando,
"SS0289","Salvetti Praia Hotel","03 - Meio de Hospedagem","https://www.salvettipraiahotel.com.br",,,,Aguardando,
"SS0503","7Stay","11 - Prestador especializado em segmentos turístico","https://www.7stay.com.br",,,,Aguardando,
"SS0799","Restaurante Ogan","15 - Restaurante cafeteria bar e similares","https://www.restauranteogan.com.br/",,,,Aguardando,
"SS0015","Alma Surf Tour &amp House","03 - Meio de Hospedagem","https://www.almasurfhouse.com.br",,,,Aguardando,
"SS0024","Associação Pousada Recanto do Barão","03 - Meio de Hospedagem","https://associacaopousadarecantodobarao.placeweb.site/?fbclid=IwAR3zFALkVEwISSjwTQytbVkU-rJT7paLE5FZIFX2ax1E5ruUchvukXDxf6U",,,,Aguardando,
"SS0025","Atena Praia Hotel","03 - Meio de Hospedagem","https://www.atenapraiahotel.com.br",,,,Aguardando,
"SS0381","Basílio Despachante Náutico","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.escolabasilio.com.br",,,,Aguardando,
"SS0007","Camping Porongaba","01 - Acampamento Turístico","https://www.porongaba.com.br",,,,Aguardando,
"SS0043","Casa da Pedra","03 - Meio de Hospedagem","https://www.casadepedrapousada.com.br",,,,Aguardando,
"SS0384","Celso Gebaile (Marina Vitória)","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.marinavitoria.com.br",,,,Aguardando,
"SS0048","Chalés Água de Coco","03 - Meio de Hospedagem","https://www.pousadachalesaguadecoco.com.br",,,,Aguardando,
"SS0385","Club Porto das Ilhas - Garagem Nautica","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.portodasilhas.com",,,,Aguardando,
"SS0060","Dani Hotel","03 - Meio de Hospedagem","https://www.danihotel.com.br",,,,Aguardando,
"SS0336","Defender Tour","02 - Agência de Turismo","https://www.defendertour.com.br",,,,Aguardando,
"SS0340","Eco Experience","02 - Agência de Turismo","https://www.ecoexperience.com.br",,,,Aguardando,
"SS0805","Restaurante Ravenala","15 - Restaurante cafeteria bar e similares","https://restauranteravenala.com.br",,,,Aguardando,
"SS0088","Pousada Di Mari","03 - Meio de Hospedagem","https://www.dimari.com.br",,,,Aguardando,
"SS0105","Hotel Pousada Cavalo Marinho","03 - Meio de Hospedagem","https://www.cavalomarinho.com.br",,,,Aguardando,
"SS0131","Lugar Comum","03 - Meio de Hospedagem","https://www.pousadalugarcomum.com.br",,,,Aguardando,
"SS0398","Marina Canto do Rio","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.marinacantodorio.com.br",,,,Aguardando,
"SS0140","Mariuá","03 - Meio de Hospedagem","https://www.pousadamariua.com.br",,,,Aguardando,
"SS0146","Morada Das Ilhas","03 - Meio de Hospedagem","https://www.moradadasilhas.com.br",,,,Aguardando,
"SS0147","Morada dos Colibris","03 - Meio de Hospedagem","https://www.moradadoscolibris.com",,,,Aguardando,
"SS0152","Pé na Areia","03 - Meio de Hospedagem","https://pousadapenaareia.net",,,,Aguardando,
"SS0153","Pérola da Mata","03 - Meio de Hospedagem","https://www.peroladamata.com.br",,,,Aguardando,
"SS0014","Pousada Águas do Mar","03 - Meio de Hospedagem","https://aguadomar.com.br",,,,Aguardando,
"SS0158","Pousada Apoema","03 - Meio de Hospedagem","https://www.pousadaapoema.com.br/",,,,Aguardando,
"SS0402","Pousada Boiçucanga","03 - Meio de Hospedagem","https://www.pousadaboicucanga.com.br",,,,Aguardando,
"SS0175","Pousada Canto Verde","03 - Meio de Hospedagem","https://www.pousadacantoverde.com.br",,,,Aguardando,
"SS0177","Pousada Casarão","03 - Meio de Hospedagem","https://www.casaraopousada.com.br",,,,Aguardando,
"SS0181","Pousada Céu Azul","03 - Meio de Hospedagem","https://www.pousadaceuazul.com.br",,,,Aguardando,
"SS0184","Pousada da Barra","03 - Meio de Hospedagem","https://www.pousadadabarraboicucanga.com",,,,Aguardando,
"SS0213","Pousada Maori","03 - Meio de Hospedagem","https://www.pousadamaori.com.br",,,,Aguardando,
"SS0233","Pousada Raios de Luar","03 - Meio de Hospedagem","https://www.pousadaraiosdeluar.com.br",,,,Aguardando,
"SS0244","Pousada Tempo Rei","03 - Meio de Hospedagem","https://www.pousadatemporei.com.br",,,,Aguardando,
"SS0811","Restaurante Tiê Sahy","15 - Restaurante cafeteria bar e similares","https://www.tiesahy.com.br",,,,Aguardando,
"SS0948","Recanto das Margaridas","03 - Meio de Hospedagem","https://www.recantodasmargaridas.com",,,,Aguardando,
"SS0284","Residencial Dolce Villa","03 - Meio de Hospedagem","https://www.pousadadolcevilla.com.br",,,,Aguardando,
"SS0814","Rochinha Centro","15 - Restaurante cafeteria bar e similares","https://www.sorvetesrochinha.com.br",,,,Aguardando,
"SS0818","Santo Gole Maresias","15 - Restaurante cafeteria bar e similares","https://www.santogolemaresias.com.br",,,,Aguardando,
"SS0294","Summit Beach Hotel","03 - Meio de Hospedagem","https://www.summithotels.com.br",,,,Aguardando,
"SS0300","Toca do Capitão","03 - Meio de Hospedagem","https://www.tocadocapitao.com.br",,,,Aguardando,
"SS0372","Trilhando Litoral","02 - Agência de Turismo","https://www.trilhandolitoral.com.br",,,,Aguardando,
"SS0471","VBoat","11 - Prestador especializado em segmentos turístico","https://www.vboat.com.br",,,,Aguardando,
"SS0318","Villafranca Residencial","03 - Meio de Hospedagem","https://www.villafrancaresidencial.com.br/",,,,Aguardando,
"SS0070","Estalagem do Píer","03 - Meio de Hospedagem","https://www.estalagemdopier.com.br",,,,Aguardando,
"SS0098","Hotel e Restaurante Canoa","03 - Meio de Hospedagem","https://www.canoa.com.br",,,,Aguardando,
"SS0396","Marina Boreste","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.boreste.com.br",,,,Aguardando,
"SS0397","Agência Marina Canoa Barra do Una","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.canoa.com.br",,,,Aguardando,
"SS0400","Marina Marinella","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.nauticamarinella.com.br",,,,Aguardando,
"SS0825","Sino Pizzaria","15 - Restaurante cafeteria bar e similares","https://sinopizzaria.com.br",,,,Aguardando,
"SS0240","Pousada Samburá","03 - Meio de Hospedagem","https://www.pousadasambura.com.br/",,,,Aguardando,
"SS0251","Pousada Una","03 - Meio de Hospedagem","https://ww.pousadauna.com.br",,,,Aguardando,
"SS0827","Sorveteria Rocha","15 - Restaurante cafeteria bar e similares","https://www.sorveteriarocha.com.br",,,,Aguardando,
"SS0828","Sorveteria Rocha II","15 - Restaurante cafeteria bar e similares","https://www.sorvetesrocha.com.br",,,,Aguardando,
"SS0831","Sqina Bar Maresias","15 - Restaurante cafeteria bar e similares","https://squina.com.br",,,,Aguardando,
"SS0064","Drifter Hostel","03 - Meio de Hospedagem","https://www.drifter.com.br",,,,Aguardando,
"SS0090","Hotel Aldeia do Sahy","03 - Meio de Hospedagem","https://www.sahy.tur.br",,,,Aguardando,
"SS0836","Subway São Sebastião","15 - Restaurante cafeteria bar e similares","https://www.subway.com",,,,Aguardando,
"SS0160","Pousada Aroeira","03 - Meio de Hospedagem","https://www.pousadaaroeira.com.br",,,,Aguardando,
"SS0170","Pousada Brigitte Bardot","03 - Meio de Hospedagem","https://www.brigittebardot.com.br",,,,Aguardando,
"SS0224","Pousada Parcel das Ilhas","03 - Meio de Hospedagem","https://www.parceldasilhas.com.br",,,,Aguardando,
"SS0239","Pousada Sahy da Terra","03 - Meio de Hospedagem","https://www.sahydaterra.com/",,,,Aguardando,
"SS0246","Pousada Tie Sahy","03 - Meio de Hospedagem","https://www.tiesahy.com.br",,,,Aguardando,
"SS0283","Refúgio Porto Sahy","03 - Meio de Hospedagem","https://www.pousadanosahy.com.br",,,,Aguardando,
"SS0840","Taioba Gastronomia","15 - Restaurante cafeteria bar e similares","https://www.taiobagastronomia.com.br",,,,Aguardando,
"SS0288","Sahydaterra Pousada","03 - Meio de Hospedagem","https://www.sahydaterra.com",,,,Aguardando,
"SS0029","Barequeçaba Praia Hotel","03 - Meio de Hospedagem","https://www.barehotel.com.br",,,,Aguardando,
"SS0035","Brisa do Mar Praia Hotel Barequeçaba","03 - Meio de Hospedagem","https://www.brisadomarbare.com.br",,,,Aguardando,
"SS0102","Hotel Portal da Praia","03 - Meio de Hospedagem","https://www.hotelportaldapraia.com.br",,,,Aguardando,
"SS0103","Hotel Portal de Barequeçaba","03 - Meio de Hospedagem","https://www.hotelportalbare.com.br",,,,Aguardando,
"SS0476","Ilha Sol e Mar","06 - Transportadora Turística","https://ilhasolemarturismo.com.br/",,,,Aguardando,
"SS0124","Kauano Pousada","03 - Meio de Hospedagem","https://www.kauano.com.br",,,,Aguardando,
"SS0148","Nayane Pousada","03 - Meio de Hospedagem","https://www.pousadanayane.com.br",,,,Aguardando,
"SS0955","Portugal na Mira","02 - Agência de Turismo","https://www.portugalnamira.com",,,,Aguardando,
"SS0179","Pousada Castelinho","03 - Meio de Hospedagem","https://www.pousadacastelinho.org",,,,Aguardando,
"SS0200","Pousada Estrela Mare","03 - Meio de Hospedagem","https://www.pousadaestrelamare.com",,,,Aguardando,
"SS0236","Pousada Residencial Águas de Bare","03 - Meio de Hospedagem","https://www.aguadebare.com.br",,,,Aguardando,
"SS0253","Pousada Victoria Reggia","03 - Meio de Hospedagem","https://www.pousadavictoriareggia.com",,,,Aguardando,
"SS0256","Pousada Vila Barequeçaba","03 - Meio de Hospedagem","https://pousadavilabarequecaba.com.br/",,,,Aguardando,
"SS0269","Pousada Viva Barê","03 - Meio de Hospedagem","https://pousadavivabare.com.br/",,,,Aguardando,
"SS0273","Pris Hotel","03 - Meio de Hospedagem","https://www.prishotel.com.br",,,,Aguardando,
"SS0303","Valentina Praia Hotel","03 - Meio de Hospedagem","https://www.valentinapraiahotel.com.br",,,,Aguardando,
"SS0313","Villa Mare Residence","03 - Meio de Hospedagem","https://www.villamareresidence.com.br/",,,,Aguardando,
"SS0319","Villagio Valentina","03 - Meio de Hospedagem","https://www.villagiovalentina.com.br",,,,Aguardando,
"SS0320","Vista bela Resort","03 - Meio de Hospedagem","https://www.vistabela.com.br",,,,Aguardando,
"SS0566","Vistabella Resort","12 - Prestador de Infraestrutura de apoio para eventos","https://www.vistabela.com.br",,,,Aguardando,
"SS0163","Pousada Azul Maria","03 - Meio de Hospedagem","https://www.azulmaria.com.br",,,,Aguardando,
"SS0229","Pousada Praia da Baleia","03 - Meio de Hospedagem","https://www.pousadapraiadabaleia.com.br/",,,,Aguardando,
"SS0092","Hotel Arrastão","03 - Meio de Hospedagem","https://www.hotelarrastao.tur.br",,,,Aguardando,
"SS0399","Marina Igararecê","08 - Empreendimento de Apoio ao Turismo Náutico ou à Pesca Desportiva","https://www.marinaigararece.com",,,,Aguardando,
"SS0272","Praia e Montanha.com","03 - Meio de Hospedagem","https://www.praiaemontanha.com",,,,Aguardando,
"SS0940","Adilson Imóveis","16 - Outros","https://www.adimov.com.br",,,,Aguardando,
"SS0923","Décio Imóveis LTDA","16 - Outros","https://www.decioimveis.com.br",,,,Aguardando,
"SS0930","Docellar Imóveis","16 - Outros","https://www.docellarimoveis.com.br",,,,Aguardando,
"SS0932","DPassos Imóveis Imobilária","16 - Outros","https://www.dpassos.com.br",,,,Aguardando,
"SS0935","Engimoveis Negócios Imobiliários","16 - Outros","https://www.engimoveis.com.br",,,,Aguardando,
"SS0920","HTS Imóveis","16 - Outros","https://www.htsimoveis.com.br",,,,Aguardando,
"SS0918","Imobiliária Padrão","16 - Outros","https://www.imobiliariapadrao.com.br",,,,Aguardando,
"SS0929","Imóveis D'Paula","16 - Outros","https://www.imoveisdpaula.com.br",,,,Aguardando,
"SS0438","Hotel La Serena","03 - Meio de Hospedagem","https://www.laserenahotal.com.br",,,,Aguardando,
"SS0335","Pousada Aconchego Recanto Canto do mar","03 - Meio de Hospedagem","https://www.pousadarecantocantodomar.com.br",,,,Aguardando,
"SS0970","Girlstrips Litoral","02 - Agência de Turismo","https://www.girltrips.com.br",,,,Aguardando,
"SS0976","Pousada Kaimana","03 - Meio de Hospedagem","https://www.pousadakaimana.com.br",,,,Aguardando,
"SS0982","BR Juréia Cama e Café","03 - Meio de Hospedagem","https://www.brjureiacamaecafe.com.br",,,,Aguardando,
"SS0996","Suítes Recanto Sabiá Boiçucanga","03 - Meio de Hospedagem","https://www.instagram.com/suites.recantosabia.boicucanga?igsh=MTJvOWhvbmgwMG05Ng==",,,,Aguardando,
